pcode,agr_code,agr_name,agr_no,item_code,item_short_name,itemname,item_group_code,item_group_name,mix_item_yes_no,rentrate,broken_chg,agr_qty,agr_date,opening_qty,type,missing_rate,s_no,rate_of_one_pcs
304,NAVEEN,NAVEEN JI E1/15 PATEL NAGAR,298,6,PCOUPLER,SWIVEL COUPLER,3,COUPLER,N,0.25,0,0,01-01-1999,50,PC,0,15,
304,NAVEEN,NAVEEN JI E1/15 PATEL NAGAR,298,62,FNSP3*2,STEEL PLATE 3 X 2,19,STEEL PLATES,N,0.7,0,0,01-01-1999,110,PC,0,14,
304,NAVEEN,NAVEEN JI E1/15 PATEL NAGAR,298,50,JSTD,STANDARD 3.0 METER,16,STANDARD,N,0.75,0,0,01-01-1999,49,PC,0,13,
304,NAVEEN,NAVEEN JI E1/15 PATEL NAGAR,298,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.63,0,0,01-01-1999,132,PC,0,12,
304,NAVEEN,NAVEEN JI E1/15 PATEL NAGAR,298,48,JSTD2M,STANDARD 2.0 METER,16,STANDARD,N,0.5,0,0,01-01-1999,7,PC,0,11,
304,NAVEEN,NAVEEN JI E1/15 PATEL NAGAR,298,43,NSPYGOT,SPIGOT [JOINT] PIN,15,SPYGOT,y,0.1,0,0,01-01-1999,16,PC,0,10,
304,NAVEEN,NAVEEN JI E1/15 PATEL NAGAR,298,31,HPRBOUT,SPAN OUTER 2.0 METER,12,PROPS,N,0.4,0,0,01-01-1999,1000,PC,0,9,
304,NAVEEN,NAVEEN JI E1/15 PATEL NAGAR,298,30,HPRBIN4,SPAN INNER 4.0 MTR PROP,12,PROPS,N,1.1,0,0,01-01-1999,10,PC,0,8,
304,NAVEEN,NAVEEN JI E1/15 PATEL NAGAR,298,29,HPRBIN3,SPAN INNER 3.0 MTR PROP,23,PROP 2*2,N,0.6,0,0,01-01-1999,730,PC,0,7,
304,NAVEEN,NAVEEN JI E1/15 PATEL NAGAR,298,28,HPRBIN2,SPAN INNER 2.0 METER,12,PROPS,N,0.4,0,0,01-01-1999,340,PC,0,6,
304,NAVEEN,NAVEEN JI E1/15 PATEL NAGAR,298,10,LLDGR1*5,LEDGER 1.5 METER,5,LEDGER,N,0.38,0,0,01-01-1999,60,PC,0,5,
304,NAVEEN,NAVEEN JI E1/15 PATEL NAGAR,298,11,LLDGR 1200,LEDGER 1.2 METER,5,LEDGER,N,0.3,0,0,01-01-1999,324,PC,0,4,
304,NAVEEN,NAVEEN JI E1/15 PATEL NAGAR,298,12,LLDGR1,LEDGER 1.0 METER,5,LEDGER,N,0.25,0,0,01-01-1999,208,PC,0,3,
304,NAVEEN,NAVEEN JI E1/15 PATEL NAGAR,298,17,ICHNL,CHANNEL,21,CHANNEL,N,0.8,0,0,01-01-1999,106,PC,0,2,
304,NAVEEN,NAVEEN JI E1/15 PATEL NAGAR,298,5,QCHALLI,CHALLI,2,CHALLIS,N,2,0,0,01-01-1999,0,PC,0,17,
304,NAVEEN,NAVEEN JI E1/15 PATEL NAGAR,298,1,MBASEPLATE,BASE PLATE JACK,22,U JACK,N,0.25,0,0,01-01-1999,189,PC,0,1,
305,JKUMAR,J. KUMAR INFRAPROJECTS LTD.,299,68,MJACK,U HEAD JACK,22,U JACK,N,0.25,0,0,01-01-1999,2000,PC,0,16,
305,JKUMAR,J. KUMAR INFRAPROJECTS LTD.,299,50,JSTD,STANDARD 3.0 METER,16,STANDARD,N,0.75,0,0,01-01-1999,1460,PC,0,15,
305,JKUMAR,J. KUMAR INFRAPROJECTS LTD.,299,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.63,0,0,01-01-1999,0,PC,0,14,
305,JKUMAR,J. KUMAR INFRAPROJECTS LTD.,299,48,JSTD2M,STANDARD 2.0 METER,16,STANDARD,N,0.5,0,0,01-01-1999,1140,PC,0,13,
305,JKUMAR,J. KUMAR INFRAPROJECTS LTD.,299,45,JSTD1*5,STANDARD 1.5 METER,16,STANDARD,N,0.38,0,0,01-01-1999,0,PC,0,12,
305,JKUMAR,J. KUMAR INFRAPROJECTS LTD.,299,46,JSTD1M,STANDARD 1.0 METER,16,STANDARD,N,0.25,0,0,01-01-1999,0,PC,0,11,
305,JKUMAR,J. KUMAR INFRAPROJECTS LTD.,299,44,JSTD0.5M,STANDARD 0.5 METER,16,STANDARD,N,0.25,0,0,01-01-1999,0,PC,0,10,
305,JKUMAR,J. KUMAR INFRAPROJECTS LTD.,299,43,NSPYGOT,SPIGOT [JOINT] PIN,15,SPYGOT,y,0.1,0,0,01-01-1999,2000,PC,0,9,
305,JKUMAR,J. KUMAR INFRAPROJECTS LTD.,299,13,LLDGR2,LEDGER 2.0 METER,5,LEDGER,N,0.5,0,0,01-01-1999,0,PC,0,8,
305,JKUMAR,J. KUMAR INFRAPROJECTS LTD.,299,10,LLDGR1*5,LEDGER 1.5 METER,5,LEDGER,N,0.38,0,0,01-01-1999,0,PC,0,7,
305,JKUMAR,J. KUMAR INFRAPROJECTS LTD.,299,11,LLDGR 1200,LEDGER 1.2 METER,5,LEDGER,N,0.3,0,0,01-01-1999,0,PC,0,6,
305,JKUMAR,J. KUMAR INFRAPROJECTS LTD.,299,12,LLDGR1,LEDGER 1.0 METER,5,LEDGER,N,0.25,0,0,01-01-1999,10370,PC,0,5,
305,JKUMAR,J. KUMAR INFRAPROJECTS LTD.,299,14,LLDGR 900,LEDGER 0.9 METER,5,LEDGER,N,0.25,0,0,01-01-1999,0,PC,0,4,
305,JKUMAR,J. KUMAR INFRAPROJECTS LTD.,299,9,LLDGR 0.5M,LEDGER 0.5 METER,5,LEDGER,N,0.25,0,0,01-01-1999,0,PC,0,3,
305,JKUMAR,J. KUMAR INFRAPROJECTS LTD.,299,5,QCHALLI,CHALLI,2,CHALLIS,N,2,0,0,01-01-1999,0,PC,0,2,
305,JKUMAR,J. KUMAR INFRAPROJECTS LTD.,299,1,MBASEPLATE,BASE PLATE JACK,22,U JACK,N,0.25,0,0,01-01-1999,1810,PC,0,1,
306,JHAJJAR,5 NO JHAJJAR,300,68,MJACK,U HEAD JACK,22,U JACK,N,0.25,0,0,01-01-1999,0,PC,0,23,
306,JHAJJAR,5 NO JHAJJAR,300,6,PCOUPLER,SWIVEL COUPLER,3,COUPLER,N,0.25,0,0,01-01-1999,0,PC,0,22,
306,JHAJJAR,5 NO JHAJJAR,300,62,FNSP3*2,STEEL PLATE 3 X 2,19,STEEL PLATES,N,0.7,0,0,01-01-1999,0,PC,0,21,
306,JHAJJAR,5 NO JHAJJAR,300,61,FSP3*1.5,STEEL PLATE 3 X 1.5,19,STEEL PLATES,N,0.7,0,0,01-01-1999,0,PC,0,20,
306,JHAJJAR,5 NO JHAJJAR,300,60,FSP3*1,STEEL PLATE 3 X 1,19,STEEL PLATES,N,0.7,0,0,01-01-1999,0,PC,0,19,
306,JHAJJAR,5 NO JHAJJAR,300,50,JSTD,STANDARD 3.0 METER,16,STANDARD,N,0.75,0,0,01-01-1999,200,PC,0,18,
306,JHAJJAR,5 NO JHAJJAR,300,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.63,0,0,01-01-1999,0,PC,0,17,
306,JHAJJAR,5 NO JHAJJAR,300,48,JSTD2M,STANDARD 2.0 METER,16,STANDARD,N,0.5,0,0,01-01-1999,100,PC,0,16,
306,JHAJJAR,5 NO JHAJJAR,300,45,JSTD1*5,STANDARD 1.5 METER,16,STANDARD,N,0.38,0,0,01-01-1999,0,PC,0,15,
306,JHAJJAR,5 NO JHAJJAR,300,46,JSTD1M,STANDARD 1.0 METER,16,STANDARD,N,0.25,0,0,01-01-1999,0,PC,0,14,
306,JHAJJAR,5 NO JHAJJAR,300,44,JSTD0.5M,STANDARD 0.5 METER,16,STANDARD,N,0.25,0,0,01-01-1999,0,PC,0,13,
306,JHAJJAR,5 NO JHAJJAR,300,43,NSPYGOT,SPIGOT [JOINT] PIN,15,SPYGOT,y,0.15,0,0,01-01-1999,200,PC,0,12,
306,JHAJJAR,5 NO JHAJJAR,300,34,HPRU2*4,PROP 2MX4M,12,PROPS,Y,1.5,0,0,01-01-1999,0,PC,0,11,
306,JHAJJAR,5 NO JHAJJAR,300,33,HPRU2*3,PROP 2MX3M,12,PROPS,Y,1,0,0,01-01-1999,0,PC,0,10,
306,JHAJJAR,5 NO JHAJJAR,300,32,HPRU2*2,PROP 2MX2M,12,PROPS,Y,0.8,0,0,01-01-1999,50,PC,0,9,
306,JHAJJAR,5 NO JHAJJAR,300,42,MSPAN3*3,OUTER 3.0 MTR,13,SPAN,N,0.6,0,0,01-01-1999,0,PC,0,26,
306,JHAJJAR,5 NO JHAJJAR,300,31,HPRBOUT,OUTER 2.0 METER,12,PROPS,N,0.4,0,0,01-01-1999,0,PC,0,24,
306,JHAJJAR,5 NO JHAJJAR,300,10,LLDGR1*5,LEDGER 1.5 METER,5,LEDGER,N,0.38,0,0,01-01-1999,285,PC,0,8,
306,JHAJJAR,5 NO JHAJJAR,300,11,LLDGR 1200,LEDGER 1.2 METER,5,LEDGER,N,0.3,0,0,01-01-1999,300,PC,0,7,
306,JHAJJAR,5 NO JHAJJAR,300,12,LLDGR1,LEDGER 1.0 METER,5,LEDGER,N,0.25,0,0,01-01-1999,0,PC,0,6,
306,JHAJJAR,5 NO JHAJJAR,300,14,LLDGR 900,LEDGER 0.9 METER,5,LEDGER,N,0.25,0,0,01-01-1999,0,PC,0,5,
306,JHAJJAR,5 NO JHAJJAR,300,9,LLDGR 0.5M,LEDGER 0.5 METER,5,LEDGER,N,0.25,0,0,01-01-1999,0,PC,0,4,
306,JHAJJAR,5 NO JHAJJAR,300,30,HPRBIN4,INNER  4.0 MTR PROP,12,PROPS,N,1.1,0,0,01-01-1999,0,PC,0,28,
306,JHAJJAR,5 NO JHAJJAR,300,29,HPRBIN3,INNER  3.0 MTR PROP,23,PROP 2*2,N,0.6,0,0,01-01-1999,0,PC,0,27,
306,JHAJJAR,5 NO JHAJJAR,300,28,HPRBIN2,INNER  2.0 METER,12,PROPS,N,0.4,0,0,01-01-1999,0,PC,0,25,
306,JHAJJAR,5 NO JHAJJAR,300,17,ICHNL,CHANNEL,21,CHANNEL,N,0.8,0,0,01-01-1999,0,PC,0,3,
306,JHAJJAR,5 NO JHAJJAR,300,5,QCHALLI,CHALLI,2,CHALLIS,N,2,0,0,01-01-1999,50,PC,0,2,
306,JHAJJAR,5 NO JHAJJAR,300,1,MBASEPLATE,BASE PLATE JACK,22,U JACK,N,0.25,0,0,01-01-1999,0,PC,0,1,
307,KRISHANSAINI,SHIVA SCAFFOLDING,301,17,ICHNL,CHANNEL,21,CHANNEL,N,0.6,0,0,01-01-1999,300,PC,0,1,
308,GULERMAK3,GULERMAK- TPL PUNE METRO JOINT VENTURE,302,68,MJACK,U HEAD JACK,22,U JACK,N,0.45,0,0,01-01-1999,1390,PC,0,6,
308,GULERMAK3,GULERMAK- TPL PUNE METRO JOINT VENTURE,302,50,JSTD,STANDARD 3.0 METER,16,STANDARD,N,0.75,0,0,01-01-1999,1700,PC,0,5,
308,GULERMAK3,GULERMAK- TPL PUNE METRO JOINT VENTURE,302,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.63,0,0,01-01-1999,200,PC,0,4,
308,GULERMAK3,GULERMAK- TPL PUNE METRO JOINT VENTURE,302,46,JSTD1M,STANDARD 1.0 METER,16,STANDARD,N,0.25,0,0,01-01-1999,985,PC,0,3,
308,GULERMAK3,GULERMAK- TPL PUNE METRO JOINT VENTURE,302,43,NSPYGOT,SPIGOT [JOINT] PIN,15,SPYGOT,y,0.1,0,0,01-01-1999,385,PC,0,2,
308,GULERMAK3,GULERMAK- TPL PUNE METRO JOINT VENTURE,302,11,LLDGR 1200,LEDGER 1.2 METER,5,LEDGER,N,0.3,0,0,01-01-1999,3952,PC,0,1,
309,J KUMAR,M/S J. KUMAR INFRAPROJECTS LTD.,303,68,MJACK,U HEAD JACK,22,U JACK,N,0.25,0,0,01-01-1999,0,PC,0,13,
309,J KUMAR,M/S J. KUMAR INFRAPROJECTS LTD.,303,50,JSTD,STANDARD 3.0 METER,16,STANDARD,N,0.75,0,0,01-01-1999,0,PC,0,12,
309,J KUMAR,M/S J. KUMAR INFRAPROJECTS LTD.,303,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.63,0,0,01-01-1999,0,PC,0,11,
309,J KUMAR,M/S J. KUMAR INFRAPROJECTS LTD.,303,48,JSTD2M,STANDARD 2.0 METER,16,STANDARD,N,0.5,0,0,01-01-1999,0,PC,0,10,
309,J KUMAR,M/S J. KUMAR INFRAPROJECTS LTD.,303,45,JSTD1*5,STANDARD 1.5 METER,16,STANDARD,N,0.38,0,0,01-01-1999,0,PC,0,9,
309,J KUMAR,M/S J. KUMAR INFRAPROJECTS LTD.,303,46,JSTD1M,STANDARD 1.0 METER,16,STANDARD,N,0.25,0,0,01-01-1999,0,PC,0,8,
309,J KUMAR,M/S J. KUMAR INFRAPROJECTS LTD.,303,44,JSTD0.5M,STANDARD 0.5 METER,16,STANDARD,N,0.25,0,0,01-01-1999,0,PC,0,7,
309,J KUMAR,M/S J. KUMAR INFRAPROJECTS LTD.,303,43,NSPYGOT,SPIGOT [JOINT] PIN,15,SPYGOT,y,0.1,0,0,01-01-1999,0,PC,0,6,
309,J KUMAR,M/S J. KUMAR INFRAPROJECTS LTD.,303,10,LLDGR1*5,LEDGER 1.5 METER,5,LEDGER,N,0.38,0,0,01-01-1999,0,PC,0,5,
309,J KUMAR,M/S J. KUMAR INFRAPROJECTS LTD.,303,11,LLDGR 1200,LEDGER 1.2 METER,5,LEDGER,N,0.3,0,0,01-01-1999,0,PC,0,4,
309,J KUMAR,M/S J. KUMAR INFRAPROJECTS LTD.,303,12,LLDGR1,LEDGER 1.0 METER,5,LEDGER,N,0.25,0,0,01-01-1999,0,PC,0,3,
309,J KUMAR,M/S J. KUMAR INFRAPROJECTS LTD.,303,14,LLDGR 900,LEDGER 0.9 METER,5,LEDGER,N,0.25,0,0,01-01-1999,0,PC,0,2,
309,J KUMAR,M/S J. KUMAR INFRAPROJECTS LTD.,303,1,MBASEPLATE,BASE PLATE JACK,22,U JACK,N,0.25,0,0,01-01-1999,0,PC,0,1,
310,ABC,ABC,304,97,SCAFFOLDING,M S BASE JACK,24,995457,N,0.25,0,0,01-01-1999,0,PC,0,1,
311,ARJUN,ARJUN SCAFF HUDA,305,42,MSPAN3*3,SPAN OUTER 3.0 MTR,13,SPAN,N,0.4,0,0,01-01-1999,0,PC,0,5,
311,ARJUN,ARJUN SCAFF HUDA,305,31,HPRBOUT,SPAN OUTER 2.0 METER,12,PROPS,N,0.4,0,0,01-01-1999,0,PC,0,4,
311,ARJUN,ARJUN SCAFF HUDA,305,30,HPRBIN4,SPAN INNER 4.0 MTR PROP,12,PROPS,N,0.6,0,0,01-01-1999,0,PC,0,3,
311,ARJUN,ARJUN SCAFF HUDA,305,29,HPRBIN3,SPAN INNER 3.0 MTR PROP,23,PROP 2*2,N,0.4,0,0,01-01-1999,0,PC,0,2,
311,ARJUN,ARJUN SCAFF HUDA,305,28,HPRBIN2,SPAN INNER 2.0 METER,12,PROPS,N,0.4,0,0,01-01-1999,0,PC,0,1,
312,SECTOR8,SECTOR 8,306,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.63,0,0,01-01-1999,0,PC,0,1,
312,SECTOR8,SECTOR 8,306,43,NSPYGOT,SPIGOT [JOINT] PIN,15,SPYGOT,y,0.15,0,0,01-01-1999,0,PC,0,4,
312,SECTOR8,SECTOR 8,306,13,LLDGR2,LEDGER 2.0 METER,5,LEDGER,N,0.5,0,0,01-01-1999,0,PC,0,2,
312,SECTOR8,SECTOR 8,306,12,LLDGR1,LEDGER 1.0 METER,5,LEDGER,N,0.25,0,0,01-01-1999,0,PC,0,3,
313,24. 16,24  NO. SERCTOR 16 SATISH JI,307,68,MJACK,U HEAD JACK,22,U JACK,N,0.25,0,0,01-01-1999,33,PC,0,19,
313,24. 16,24  NO. SERCTOR 16 SATISH JI,307,6,PCOUPLER,SWIVEL COUPLER,3,COUPLER,N,0.25,0,0,01-01-1999,100,PC,0,18,
313,24. 16,24  NO. SERCTOR 16 SATISH JI,307,62,FNSP3*2,STEEL PLATE 3 X 2,19,STEEL PLATES,N,0.7,0,0,01-01-1999,26,PC,0,17,
313,24. 16,24  NO. SERCTOR 16 SATISH JI,307,50,JSTD,STANDARD 3.0 METER,16,STANDARD,N,0.75,0,0,01-01-1999,569,PC,0,16,
313,24. 16,24  NO. SERCTOR 16 SATISH JI,307,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.63,0,0,01-01-1999,412,PC,0,15,
313,24. 16,24  NO. SERCTOR 16 SATISH JI,307,48,JSTD2M,STANDARD 2.0 METER,16,STANDARD,N,0.5,0,0,01-01-1999,123,PC,0,14,
313,24. 16,24  NO. SERCTOR 16 SATISH JI,307,45,JSTD1*5,STANDARD 1.5 METER,16,STANDARD,N,0.38,0,0,01-01-1999,19,PC,0,13,
313,24. 16,24  NO. SERCTOR 16 SATISH JI,307,43,NSPYGOT,SPIGOT [JOINT] PIN,15,SPYGOT,y,0.15,0,0,01-01-1999,1377,PC,0,12,
313,24. 16,24  NO. SERCTOR 16 SATISH JI,307,42,MSPAN3*3,OUTER 3.0 MTR,13,SPAN,N,0.6,0,0,01-01-1999,-162,PC,0,11,
313,24. 16,24  NO. SERCTOR 16 SATISH JI,307,31,HPRBOUT,OUTER 2.0 METER,12,PROPS,N,0.4,0,0,01-01-1999,5137,PC,0,10,
313,24. 16,24  NO. SERCTOR 16 SATISH JI,307,10,LLDGR1*5,LEDGER 1.5 METER,5,LEDGER,N,0.38,0,0,01-01-1999,913,PC,0,9,
313,24. 16,24  NO. SERCTOR 16 SATISH JI,307,11,LLDGR 1200,LEDGER 1.2 METER,5,LEDGER,N,0.3,0,0,01-01-1999,1193,PC,0,8,
313,24. 16,24  NO. SERCTOR 16 SATISH JI,307,12,LLDGR1,LEDGER 1.0 METER,5,LEDGER,N,0.25,0,0,01-01-1999,624,PC,0,7,
313,24. 16,24  NO. SERCTOR 16 SATISH JI,307,30,HPRBIN4,INNER  4.0 MTR PROP,12,PROPS,N,1.1,0,0,01-01-1999,532,PC,0,6,
313,24. 16,24  NO. SERCTOR 16 SATISH JI,307,29,HPRBIN3,INNER  3.0 MTR PROP,23,PROP 2*2,N,0.6,0,0,01-01-1999,4335,PC,0,5,
313,24. 16,24  NO. SERCTOR 16 SATISH JI,307,28,HPRBIN2,INNER  2.0 METER,12,PROPS,N,0.4,0,0,01-01-1999,260,PC,0,4,
313,24. 16,24  NO. SERCTOR 16 SATISH JI,307,17,ICHNL,CHANNEL,21,CHANNEL,N,0.8,0,0,01-01-1999,35,PC,0,3,
313,24. 16,24  NO. SERCTOR 16 SATISH JI,307,5,QCHALLI,CHALLI,2,CHALLIS,N,2,0,0,01-01-1999,260,PC,0,2,
313,24. 16,24  NO. SERCTOR 16 SATISH JI,307,1,MBASEPLATE,BASE PLATE JACK,22,U JACK,N,0.25,0,0,01-01-1999,51,PC,0,1,
314,HARSHITA,M/S HARSHITA BUILDCON,308,50,JSTD,STANDARD 3.0 METER,16,STANDARD,N,0.9,0,0,01-01-1999,0,PC,0,1,
314,HARSHITA,M/S HARSHITA BUILDCON,308,13,LLDGR2,LEDGER 2.0 METER,5,LEDGER,N,0.6,0,0,01-01-1999,0,PC,0,3,
314,HARSHITA,M/S HARSHITA BUILDCON,308,10,LLDGR1*5,LEDGER 1.5 METER,5,LEDGER,N,0.45,0,0,01-01-1999,0,PC,0,2,
314,HARSHITA,M/S HARSHITA BUILDCON,308,5,QCHALLI,CHALLI,2,CHALLIS,N,2,0,0,01-01-1999,0,PC,0,4,
315,SAWAN,MR. SAWAN JI,309,68,MJACK,U HEAD JACK,22,U JACK,N,0.3,0,0,01-01-1999,0,PC,0,12,
315,SAWAN,MR. SAWAN JI,309,50,JSTD,STANDARD 3.0 METER,16,STANDARD,N,0.9,0,0,01-01-1999,0,PC,0,11,
315,SAWAN,MR. SAWAN JI,309,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.75,0,0,01-01-1999,0,PC,0,10,
315,SAWAN,MR. SAWAN JI,309,48,JSTD2M,STANDARD 2.0 METER,16,STANDARD,N,0.6,0,0,01-01-1999,0,PC,0,9,
315,SAWAN,MR. SAWAN JI,309,43,NSPYGOT,SPIGOT [JOINT] PIN,15,SPYGOT,y,0.15,0,0,01-01-1999,0,PC,0,8,
315,SAWAN,MR. SAWAN JI,309,97,SCAFFOLDING,M S BASE JACK,24,995457,N,0.3,0,0,01-01-1999,0,PC,0,7,
315,SAWAN,MR. SAWAN JI,309,13,LLDGR2,LEDGER 2.0 METER,5,LEDGER,N,0.6,0,0,01-01-1999,0,PC,0,6,
315,SAWAN,MR. SAWAN JI,309,11,LLDGR 1200,LEDGER 1.2 METER,5,LEDGER,N,0.36,0,0,01-01-1999,0,PC,0,5,
315,SAWAN,MR. SAWAN JI,309,12,LLDGR1,LEDGER 1.0 METER,5,LEDGER,N,0.3,0,0,01-01-1999,0,PC,0,4,
315,SAWAN,MR. SAWAN JI,309,14,LLDGR 900,LEDGER 0.9 METER,5,LEDGER,N,0.3,0,0,01-01-1999,0,PC,0,3,
315,SAWAN,MR. SAWAN JI,309,5,QCHALLI,CHALLI,2,CHALLIS,N,2,0,0,01-01-1999,0,PC,0,2,
315,SAWAN,MR. SAWAN JI,309,1,MBASEPLATE,BASE PLATE JACK,22,U JACK,N,0.3,0,0,01-01-1999,0,PC,0,1,
316,MS JOP,M/S JOP INTERNATIONAL LIMITED,310,68,MJACK,U HEAD JACK,22,U JACK,N,0.3,0,0,01-01-1999,0,PC,0,14,
316,MS JOP,M/S JOP INTERNATIONAL LIMITED,310,62,FNSP3*2,STEEL PLATE 3 X 2,19,STEEL PLATES,N,0.8,0,0,01-01-1999,642,PC,0,12,
316,MS JOP,M/S JOP INTERNATIONAL LIMITED,310,60,FSP3*1,STEEL PLATE 3 X 1,19,STEEL PLATES,N,0.8,0,0,01-01-1999,0,PC,0,11,
316,MS JOP,M/S JOP INTERNATIONAL LIMITED,310,50,JSTD,STANDARD 3.0 METER,16,STANDARD,N,0.9,0,0,01-01-1999,0,PC,0,10,
316,MS JOP,M/S JOP INTERNATIONAL LIMITED,310,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.75,0,0,01-01-1999,0,PC,0,9,
316,MS JOP,M/S JOP INTERNATIONAL LIMITED,310,46,JSTD1M,STANDARD 1.0 METER,16,STANDARD,N,0.3,0,0,01-01-1999,0,PC,0,13,
316,MS JOP,M/S JOP INTERNATIONAL LIMITED,310,43,NSPYGOT,SPIGOT [JOINT] PIN,15,SPYGOT,y,0.15,0,0,01-01-1999,0,PC,0,8,
316,MS JOP,M/S JOP INTERNATIONAL LIMITED,310,33,HPRU2*3,PROP 2MX3M,12,PROPS,Y,1.25,0,0,01-01-1999,0,PC,0,7,
316,MS JOP,M/S JOP INTERNATIONAL LIMITED,310,32,HPRU2*2,PROP 2MX2M,12,PROPS,Y,1,0,0,01-01-1999,50,PC,0,6,
316,MS JOP,M/S JOP INTERNATIONAL LIMITED,310,10,LLDGR1*5,LEDGER 1.5 METER,5,LEDGER,N,0.45,0,0,01-01-1999,0,PC,0,5,
316,MS JOP,M/S JOP INTERNATIONAL LIMITED,310,11,LLDGR 1200,LEDGER 1.2 METER,5,LEDGER,N,0.36,0,0,01-01-1999,0,PC,0,4,
316,MS JOP,M/S JOP INTERNATIONAL LIMITED,310,12,LLDGR1,LEDGER 1.0 METER,5,LEDGER,N,0.3,0,0,01-01-1999,0,PC,0,3,
316,MS JOP,M/S JOP INTERNATIONAL LIMITED,310,17,ICHNL,CHANNEL,21,CHANNEL,N,0.8,0,0,01-01-1999,96,PC,0,2,
316,MS JOP,M/S JOP INTERNATIONAL LIMITED,310,5,QCHALLI,CHALLI,2,CHALLIS,N,2.25,0,0,01-01-1999,0,PC,0,1,
317,JB,J B CONTRACTOR PANIPAT,311,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.75,0,0,01-01-1999,0,PC,0,6,
317,JB,J B CONTRACTOR PANIPAT,311,48,JSTD2M,STANDARD 2.0 METER,16,STANDARD,N,0.6,0,0,01-01-1999,0,PC,0,5,
317,JB,J B CONTRACTOR PANIPAT,311,43,NSPYGOT,SPIGOT [JOINT] PIN,15,SPYGOT,y,0.15,0,0,01-01-1999,0,PC,0,4,
317,JB,J B CONTRACTOR PANIPAT,311,10,LLDGR1*5,LEDGER 1.5 METER,5,LEDGER,N,0.45,0,0,01-01-1999,0,PC,0,3,
317,JB,J B CONTRACTOR PANIPAT,311,12,LLDGR1,LEDGER 1.0 METER,5,LEDGER,N,0.3,0,0,01-01-1999,0,PC,0,2,
317,JB,J B CONTRACTOR PANIPAT,311,5,QCHALLI,CHALLI,2,CHALLIS,N,2,0,0,01-01-1999,0,PC,0,1,
318,RCC,RCC ENTERPRISES,312,69,MJACK 24,"U JACK- 24""",22,U JACK,N,0.3,0,0,01-01-1999,0,PC,0,7,
318,RCC,RCC ENTERPRISES,312,62,FNSP3*2,STEEL PLATE 3 X 2,19,STEEL PLATES,N,1,0,0,01-01-1999,0,PC,0,6,
318,RCC,RCC ENTERPRISES,312,61,FSP3*1.5,STEEL PLATE 3 X 1.5,19,STEEL PLATES,N,1,0,0,01-01-1999,0,PC,0,5,
318,RCC,RCC ENTERPRISES,312,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.75,0,0,01-01-1999,0,PC,0,4,
318,RCC,RCC ENTERPRISES,312,12,LLDGR1,LEDGER 1.0 METER,5,LEDGER,N,0.3,0,0,01-01-1999,0,PC,0,3,
318,RCC,RCC ENTERPRISES,312,17,ICHNL,CHANNEL,21,CHANNEL,N,1,0,0,01-01-1999,0,PC,0,2,
318,RCC,RCC ENTERPRISES,312,1,MBASEPLATE,BASE PLATE JACK,22,U JACK,N,0.3,0,0,01-01-1999,0,PC,0,1,
319,PARDEEPC,PARDEEP CONSTRUCTION,313,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.43,0,0,01-01-1999,0,PC,0,4,
319,PARDEEPC,PARDEEP CONSTRUCTION,313,48,JSTD2M,STANDARD 2.0 METER,16,STANDARD,N,0.34,0,0,01-01-1999,0,PC,0,3,
319,PARDEEPC,PARDEEP CONSTRUCTION,313,45,JSTD1*5,STANDARD 1.5 METER,16,STANDARD,N,0.26,0,0,01-01-1999,0,PC,0,2,
319,PARDEEPC,PARDEEP CONSTRUCTION,313,11,LLDGR 1200,LEDGER 1.2 METER,5,LEDGER,N,0.21,0,0,01-01-1999,0,PC,0,1,
320,HINDU,HINDUSTAN ENTERPRISES,314,68,MJACK,U HEAD JACK,22,U JACK,N,0.3,0,0,01-01-1999,0,PC,0,13,
320,HINDU,HINDUSTAN ENTERPRISES,314,6,PCOUPLER,SWIVEL COUPLER,3,COUPLER,N,0.3,0,0,01-01-1999,0,PC,0,14,
320,HINDU,HINDUSTAN ENTERPRISES,314,61,FSP3*1.5,STEEL PLATE 3 X 1.5,19,STEEL PLATES,N,1,0,0,01-01-1999,0,PC,0,12,
320,HINDU,HINDUSTAN ENTERPRISES,314,50,JSTD,STANDARD 3.0 METER,16,STANDARD,N,0.9,0,0,01-01-1999,0,PC,0,11,
320,HINDU,HINDUSTAN ENTERPRISES,314,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.75,0,0,01-01-1999,0,PC,0,10,
320,HINDU,HINDUSTAN ENTERPRISES,314,48,JSTD2M,STANDARD 2.0 METER,16,STANDARD,N,0.6,0,0,01-01-1999,0,PC,0,9,
