pcode,agr_code,agr_name,agr_no,item_code,item_short_name,itemname,item_group_code,item_group_name,mix_item_yes_no,rentrate,broken_chg,agr_qty,agr_date,opening_qty,type,missing_rate,s_no,rate_of_one_pcs
320,HINDU,HINDUSTAN ENTERPRISES,314,45,JSTD1*5,STANDARD 1.5 METER,16,STANDARD,N,0.45,0,0,01-01-1999,0,PC,0,8,
320,HINDU,HINDUSTAN ENTERPRISES,314,46,JSTD1M,STANDARD 1.0 METER,16,STANDARD,N,0.3,0,0,01-01-1999,0,PC,0,7,
320,HINDU,HINDUSTAN ENTERPRISES,314,10,LLDGR1*5,LEDGER 1.5 METER,5,LEDGER,N,0.45,0,0,01-01-1999,0,PC,0,6,
320,HINDU,HINDUSTAN ENTERPRISES,314,11,LLDGR 1200,LEDGER 1.2 METER,5,LEDGER,N,0.36,0,0,01-01-1999,0,PC,0,5,
320,HINDU,HINDUSTAN ENTERPRISES,314,12,LLDGR1,LEDGER 1.0 METER,5,LEDGER,N,0.3,0,0,01-01-1999,0,PC,0,4,
320,HINDU,HINDUSTAN ENTERPRISES,314,30,HPRBIN4,INNER  4.0 MTR PROP,12,PROPS,N,1.6,0,0,01-01-1999,0,PC,0,3,
320,HINDU,HINDUSTAN ENTERPRISES,314,17,ICHNL,CHANNEL,21,CHANNEL,N,1,0,0,01-01-1999,0,PC,0,2,
320,HINDU,HINDUSTAN ENTERPRISES,314,1,MBASEPLATE,BASE PLATE JACK,22,U JACK,N,0.3,0,0,01-01-1999,0,PC,0,1,
321,GULERMAKSAM,GULERMAK-SAM INDIA SURAT METRO UG P1 JOINT VENTURE,315,68,MJACK,U HEAD JACK,22,U JACK,N,0.35,0,0,01-01-1999,0,PC,0,9,
321,GULERMAKSAM,GULERMAK-SAM INDIA SURAT METRO UG P1 JOINT VENTURE,315,6,PCOUPLER,SWIVEL COUPLER,3,COUPLER,N,0.25,0,0,01-01-1999,0,PC,0,8,
321,GULERMAKSAM,GULERMAK-SAM INDIA SURAT METRO UG P1 JOINT VENTURE,315,50,JSTD,STANDARD 3.0 METER,16,STANDARD,N,0.75,0,0,01-01-1999,0,PC,0,7,
321,GULERMAKSAM,GULERMAK-SAM INDIA SURAT METRO UG P1 JOINT VENTURE,315,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.63,0,0,01-01-1999,0,PC,0,6,
321,GULERMAKSAM,GULERMAK-SAM INDIA SURAT METRO UG P1 JOINT VENTURE,315,48,JSTD2M,STANDARD 2.0 METER,16,STANDARD,N,0.5,0,0,01-01-1999,0,PC,0,5,
321,GULERMAKSAM,GULERMAK-SAM INDIA SURAT METRO UG P1 JOINT VENTURE,315,45,JSTD1*5,STANDARD 1.5 METER,16,STANDARD,N,0.38,0,0,01-01-1999,0,PC,0,4,
321,GULERMAKSAM,GULERMAK-SAM INDIA SURAT METRO UG P1 JOINT VENTURE,315,46,JSTD1M,STANDARD 1.0 METER,16,STANDARD,N,0.25,0,0,01-01-1999,0,PC,0,12,
321,GULERMAKSAM,GULERMAK-SAM INDIA SURAT METRO UG P1 JOINT VENTURE,315,43,NSPYGOT,SPIGOT [JOINT] PIN,15,SPYGOT,y,0.1,0,0,01-01-1999,0,PC,0,3,
321,GULERMAKSAM,GULERMAK-SAM INDIA SURAT METRO UG P1 JOINT VENTURE,315,33,HPRU2*3,PROP 2MX3M,12,PROPS,Y,1,0,0,01-01-1999,0,PC,0,14,
321,GULERMAKSAM,GULERMAK-SAM INDIA SURAT METRO UG P1 JOINT VENTURE,315,32,HPRU2*2,PROP 2MX2M,12,PROPS,Y,0.8,0,0,01-01-1999,0,PC,0,13,
321,GULERMAKSAM,GULERMAK-SAM INDIA SURAT METRO UG P1 JOINT VENTURE,315,10,LLDGR1*5,LEDGER 1.5 METER,5,LEDGER,N,0.38,0,0,01-01-1999,0,PC,0,11,
321,GULERMAKSAM,GULERMAK-SAM INDIA SURAT METRO UG P1 JOINT VENTURE,315,11,LLDGR 1200,LEDGER 1.2 METER,5,LEDGER,N,0.3,0,0,01-01-1999,0,PC,0,10,
321,GULERMAKSAM,GULERMAK-SAM INDIA SURAT METRO UG P1 JOINT VENTURE,315,12,LLDGR1,LEDGER 1.0 METER,5,LEDGER,N,0.25,0,0,01-01-1999,0,PC,0,2,
321,GULERMAKSAM,GULERMAK-SAM INDIA SURAT METRO UG P1 JOINT VENTURE,315,1,MBASEPLATE,BASE PLATE JACK,22,U JACK,N,0.45,0,0,01-01-1999,0,PC,0,1,
322,BABAVISHWAKARMA,M/S BABA VISHWAKARMA SHUTTERING STORE,316,68,MJACK,U HEAD JACK,22,U JACK,N,0.18,0,0,01-01-1999,0,PC,0,9,
322,BABAVISHWAKARMA,M/S BABA VISHWAKARMA SHUTTERING STORE,316,50,JSTD,STANDARD 3.0 METER,16,STANDARD,N,0.54,0,0,01-01-1999,0,PC,0,8,
322,BABAVISHWAKARMA,M/S BABA VISHWAKARMA SHUTTERING STORE,316,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.45,0,0,01-01-1999,0,PC,0,7,
322,BABAVISHWAKARMA,M/S BABA VISHWAKARMA SHUTTERING STORE,316,46,JSTD1M,STANDARD 1.0 METER,16,STANDARD,N,0.18,0,0,01-01-1999,0,PC,0,6,
322,BABAVISHWAKARMA,M/S BABA VISHWAKARMA SHUTTERING STORE,316,43,NSPYGOT,SPIGOT [JOINT] PIN,15,SPYGOT,y,0.1,0,0,01-01-1999,0,PC,0,5,
322,BABAVISHWAKARMA,M/S BABA VISHWAKARMA SHUTTERING STORE,316,10,LLDGR1*5,LEDGER 1.5 METER,5,LEDGER,N,0.27,0,0,01-01-1999,0,PC,0,4,
322,BABAVISHWAKARMA,M/S BABA VISHWAKARMA SHUTTERING STORE,316,14,LLDGR 900,LEDGER 0.9 METER,5,LEDGER,N,0.18,0,0,01-01-1999,0,PC,0,3,
322,BABAVISHWAKARMA,M/S BABA VISHWAKARMA SHUTTERING STORE,316,17,ICHNL,CHANNEL,21,CHANNEL,N,0.6,0,0,01-01-1999,0,PC,0,2,
322,BABAVISHWAKARMA,M/S BABA VISHWAKARMA SHUTTERING STORE,316,1,MBASEPLATE,BASE PLATE JACK,22,U JACK,N,0.18,0,0,01-01-1999,0,PC,0,1,
323,831,831 NO. SECTOR 7,317,70,WHEEL,WHEEL WITH STOPPER,22,U JACK,N,2,0,0,01-01-1999,0,PC,0,3,
323,831,831 NO. SECTOR 7,317,68,MJACK,U HEAD JACK,22,U JACK,N,0.3,0,0,01-01-1999,0,PC,0,2,
323,831,831 NO. SECTOR 7,317,1,MBASEPLATE,BASE PLATE JACK,22,U JACK,N,0.3,0,0,01-01-1999,0,PC,0,1,
324,JAGDAMBA,JAGDAMBA TIMBER,318,68,MJACK,U HEAD JACK,22,U JACK,N,0,0,0,01-01-1999,0,PC,0,11,
324,JAGDAMBA,JAGDAMBA TIMBER,318,50,JSTD,STANDARD 3.0 METER,16,STANDARD,N,0.51,0,0,01-01-1999,650,PC,0,10,
324,JAGDAMBA,JAGDAMBA TIMBER,318,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0,0,0,01-01-1999,0,PC,0,9,
324,JAGDAMBA,JAGDAMBA TIMBER,318,48,JSTD2M,STANDARD 2.0 METER,16,STANDARD,N,0.34,0,0,01-01-1999,1200,PC,0,8,
324,JAGDAMBA,JAGDAMBA TIMBER,318,45,JSTD1*5,STANDARD 1.5 METER,16,STANDARD,N,0,0,0,01-01-1999,0,PC,0,7,
324,JAGDAMBA,JAGDAMBA TIMBER,318,46,JSTD1M,STANDARD 1.0 METER,16,STANDARD,N,0.17,0,0,01-01-1999,3400,PC,0,6,
324,JAGDAMBA,JAGDAMBA TIMBER,318,43,NSPYGOT,SPIGOT [JOINT] PIN,15,SPYGOT,y,0.1,0,0,01-01-1999,9000,PC,0,5,
324,JAGDAMBA,JAGDAMBA TIMBER,318,10,LLDGR1*5,LEDGER 1.5 METER,5,LEDGER,N,0,0,0,01-01-1999,0,PC,0,4,
324,JAGDAMBA,JAGDAMBA TIMBER,318,11,LLDGR 1200,LEDGER 1.2 METER,5,LEDGER,N,0.21,0,0,01-01-1999,5600,PC,0,3,
324,JAGDAMBA,JAGDAMBA TIMBER,318,12,LLDGR1,LEDGER 1.0 METER,5,LEDGER,N,0.17,0,0,01-01-1999,3800,PC,0,2,
324,JAGDAMBA,JAGDAMBA TIMBER,318,1,MBASEPLATE,BASE PLATE JACK,22,U JACK,N,0.17,0,0,01-01-1999,4400,PC,0,1,
325,SURAT,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,319,68,MJACK,U HEAD JACK,22,U JACK,N,0.35,0,0,01-01-1999,0,PC,0,14,
325,SURAT,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,319,6,PCOUPLER,SWIVEL COUPLER,3,COUPLER,N,0.25,0,0,01-01-1999,0,PC,0,13,
325,SURAT,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,319,50,JSTD,STANDARD 3.0 METER,16,STANDARD,N,0.75,0,0,01-01-1999,0,PC,0,12,
325,SURAT,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,319,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.63,0,0,01-01-1999,0,PC,0,11,
325,SURAT,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,319,48,JSTD2M,STANDARD 2.0 METER,16,STANDARD,N,0.5,0,0,01-01-1999,0,PC,0,10,
325,SURAT,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,319,45,JSTD1*5,STANDARD 1.5 METER,16,STANDARD,N,0.38,0,0,01-01-1999,0,PC,0,9,
325,SURAT,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,319,46,JSTD1M,STANDARD 1.0 METER,16,STANDARD,N,0.25,0,0,01-01-1999,0,PC,0,8,
325,SURAT,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,319,43,NSPYGOT,SPIGOT [JOINT] PIN,15,SPYGOT,y,0.1,0,0,01-01-1999,0,PC,0,7,
325,SURAT,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,319,33,HPRU2*3,PROP 2MX3M,12,PROPS,Y,1,0,0,01-01-1999,0,PC,0,6,
325,SURAT,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,319,32,HPRU2*2,PROP 2MX2M,12,PROPS,Y,0.8,0,0,01-01-1999,0,PC,0,5,
325,SURAT,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,319,10,LLDGR1*5,LEDGER 1.5 METER,5,LEDGER,N,0.38,0,0,01-01-1999,0,PC,0,4,
325,SURAT,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,319,11,LLDGR 1200,LEDGER 1.2 METER,5,LEDGER,N,0.3,0,0,01-01-1999,0,PC,0,3,
325,SURAT,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,319,12,LLDGR1,LEDGER 1.0 METER,5,LEDGER,N,0.25,0,0,01-01-1999,0,PC,0,2,
325,SURAT,M/S GULERMAK - SAM INDIA SURAT METRO UG P1 JOINT VENTURE,319,1,MBASEPLATE,BASE PLATE JACK,22,U JACK,N,0.45,0,0,01-01-1999,0,PC,0,1,
